,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs
475,EC,1,29/06/2014,11,62,50,3,21:22:00,20:02:00,21:31:00,-71.00956002,-12.99365002,981.113892,19 L,Leptodactylidae,Adenomera,andreae,0,En hojarasca,Saltando,0.74,19.85,,,Bd186,No colectado,con 2 lineas. Ubicado a 10m del punto GPS
476,EC,1,29/06/2014,11,62,50,3,21:22:00,20:02:00,22:02:00,-71.00818003,-12.99561197,1041.195557,19 L,Craugastoridae,Pristimantis,danae,0.5,En tallo de herbacea,Activo,0.65,20.9,,,Bd184,No colectado,Con pequeí±a herida en la espalda
477,EC,1,29/06/2014,11,62,50,3,21:22:00,20:02:00,21:47:00,-71.008046,-12.995488,1048.867188,19 L,Craugastoridae,Pristimantis,danae,1,En hoja,Activo,0.3,16,,,Bd185,No colectado,
478,EC,1,19/06/2014,2,68,50,3,21:23:00,22:03:00,21:37:00,-71.00648504,-12.99226197,1002.402771,19 L,Craugastoridae,Pristimantis,aff altamazonica,0,En hojarasca,Activo,0.75,12.7,,,Bd020,UNMS 154299,
479,EC,1,19/06/2014,2,68,50,3,21:23:00,22:03:00,21:59:00,-71.00660096,-12.99237798,1006.654419,19 L,Craugastoridae,Pristimantis,danae,0.4,En tallo cortado,Activo,0.42,17.5,,,Bd022,No colectado,Juvenil
480,EC,1,19/06/2014,2,68,50,3,21:23:00,22:03:00,21:47:00,-71.00653902,-12.99231503,1003.624451,19 L,Craugastoridae,Pristimantis,gagliardi,0.5,En rama caida,Activo,0.22,14.1,,,Bd021,UNMS 154300,
481,EC,1,19/06/2014,2,68,50,3,21:23:00,22:03:00,22:03:00,-71.00662099,-12.99233196,1005.899658,19 L,Craugastoridae,Noblella,sp,0,En hojarasca,Saltando,0.1,9.8,,,Bd023,UNMS 154298,
482,LC,2,10/5/14 00:00,10,61,50,,21:25:00,22:05:00,21:47:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,danae,30,en hoja,alerta,1.76,27.1,0,no tiene fotos,2Bd122,no,
483,LC,2,10/5/14 00:00,10,61,50,,21:25:00,22:05:00,21:46:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,danae,30,en hoja,alerta,1.56,28.4,0,no tiene fotos,2Bd123,no,
484,LC,2,10/5/14 00:00,10,61,50,,21:25:00,22:05:00,21:26:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,danae,0,en hojarasca,saltando,1.41,26.9,0,no tiene fotos,2Bd121,no,
485,LC,2,10/5/14 00:00,10,61,50,,21:25:00,22:05:00,21:58:00,8562453,282246,1069,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,1.21,24,0,no tiene fotos,2Bd125,no,sin lineas
486,LC,2,10/5/14 00:00,10,61,50,,21:25:00,22:05:00,21:56:00,8562455,282244,1066,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,1.16,23.2,0,no tiene fotos,2Bd124,154395,sin lineas
487,LC,2,10/5/14 00:00,10,61,50,3,21:25:00,22:05:00,21:49:00,8562460,282244,1065,19L,Craugastoridae,Pristimantis,ockendeni,0,en hojarasca,alerta,0.27,14.9,0,no tiene fotos,2Bd120,no,
488,RI,4,20/07/2015,7,46,250,4,21:25:00,21:55:00,21:30:00,282260,8563068,937,,Hylidae,Osteocephalus,mimeticus,0.3,Hoja,Alerta,6.9,51.4,,,4Bd097,,
489,RI,4,20/07/2015,7,46,250,4,21:25:00,21:55:00,21:45:00,-,-,-,-,Craugastoridae,Oreobates,amarakaeri,0,Hojarasca,Saltando,2.25,28.5,,,4Bd094,,
490,RI,4,20/07/2015,7,46,250,4,21:25:00,21:55:00,21:50:00,-,-,-,-,Centrolenidae,Cochranella,nola,1.5,Hoja,Atento,1.45,26.7,,,4Bd096,,
491,RI,4,20/07/2015,7,46,250,4,21:25:00,21:55:00,21:27:00,282284,8563072,937,,Craugastoridae,Pristimantis,danae,1,Hoja,Alerta,1.25,23.5,,,4Bd093,,
492,RI,4,20/07/2015,7,46,250,4,21:25:00,21:55:00,21:50:00,282305,8563077,937,,Centrolenidae,Cochranella,nola,0.3,Hoja,Cantando,1.05,23.5,,,4Bd095,,
493,RI,4,20/07/2015,7,46,250,4,21:25:00,21:55:00,21:37:00,282282,8563078,934,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.2,Hoja,Saltando,0.95,23,,,4Bd098,154491,
494,DR,3,2/4/15 00:00,5,58,150,4,21:28:00,21:58:00,21:39:00,282404,8562933,990,19 L,Hylidae,Osteocephalus,mimeticus,1,Tronco,Alerta,4.98,51,-,no,3Bd092,no,
495,DR,3,2/4/15 00:00,5,58,150,4,21:28:00,21:58:00,21:33:00,282407,8562933,1056,19 L,Bufonidae,Rhinella,tacana,1.8,Hoja,Activo,1.49,30,-,no,3Bd089,no,
496,DR,3,2/4/15 00:00,5,58,150,4,21:28:00,21:58:00,21:50:00,282396,8562942,1058,19 L,Plethodontidae,Bolitoglossa,cf altamazonica,0.5,Rama,Atento,0.57,30.7,"20,6",NO,3Bd091,no,
497,DR,3,2/4/15 00:00,5,58,150,4,21:28:00,21:58:00,21:47:00,282395,8562946,989,19 L,Bufonidae,Rhinella,tacana,0,Hojarasca,Saltando,0.26,16.3,-,no,3Bd088,no,
498,DR,3,2/4/15 00:00,5,58,150,4,21:28:00,21:58:00,21:38:00,282409,8562933,1057,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.4,Rama,Atento,0.19,14,-,NO,3Bd090,no,
499,DR,3,2/4/15 00:00,5,58,150,4,21:28:00,21:58:00,21:52:00,282397,8562956,1059,19 L,Bufonidae,Rhinella,tacana,0.4,Hoja,Alerta,0.15,13.7,-,no,3Bd087,no,
500,AB,5,15/7/2016,7,46,250,5,21:29:00,21:53:00,21:50:00,282282,8563080,953,19L,Bufonidae,Rhinella,gr margaritifera,0,Palo,Alerta,6.88,42.9,,,5Bd123,,GPS aproximado
501,AB,5,15/7/2016,7,46,250,5,21:29:00,21:53:00,21:51:00,282274,8563082,953,19L,Hylidae,Hypsiboas,sp nov,1.3,Hoja,Cantando,6.11,42.5,,,5Bd120,,
502,AB,5,15/7/2016,7,46,250,5,21:29:00,21:53:00,21:41:00,282282,8563080,953,19L,Craugastoridae,Oreobates,amarakaeri,0,Suelo,Activo,2.29,30.6,,,5Bd121,,GPS aproximado
503,AB,5,15/7/2016,7,46,250,5,21:29:00,21:53:00,21:42:00,282284,8563067,947,19L,Centrolenidae,Cochranella,nola,1.9,Hoja,Activo,1.11,26.5,,,5Bd119,,
504,AB,5,15/7/2016,7,46,250,5,21:29:00,21:53:00,21:45:00,282288,8563080,948,19L,Centrolenidae,Cochranella,nola,1.4,Hoja,Caminando,0.95,24,,,5Bd122,,
505,DR,3,2/9/15 00:00,10,32,500,3,21:30:00,22:10:00,22:10:00,281965,8563176,901,19 L,Phyllomedusidae,Callimedusa,tomopterna,2.5,Hoja,Alerta,7.9,50.2,-,no,3Bd206,no,Lluvia
506,DR,3,2/9/15 00:00,10,32,500,3,21:30:00,22:10:00,21:40:00,281963,8563190,897,19 L,Craugastoridae,Pristimantis,danae,0.3,Hoja,Alerta,1.5,24.8,-,no,3Bd204,no,Lluvia
507,EC,1,24/06/2014,6,4,1000,3,21:30:00,22:10:00,21:49:00,-71.01485202,-12.98860403,838.607117,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.4,En vegetacion cortada,Saltando,0.99,23.9,,,Bd100,No colectado,
508,EC,1,24/06/2014,6,4,1000,3,21:30:00,22:10:00,21:58:00,-71.01474599,-12.98848098,836.392273,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.5,En hoja de herbacea,Activo,0.46,17.81,,,Bd101,No colectado,
509,DR,3,2/9/15 00:00,10,32,500,3,21:30:00,22:10:00,21:35:00,281956,8563195,895,19 L,Craugastoridae,Pristimantis,danae,1,Hoja,Atento,0.45,16.7,-,no,3Bd203,no,Lluvia
510,DR,3,2/9/15 00:00,10,32,500,3,21:30:00,22:10:00,21:58:00,281958,8563173,900,19 L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Alerta,0.18,9.4,-,no,3Bd205,no,Lluvia
511,DR,3,2/9/15 00:00,10,31,500,3,21:31:00,22:11:00,21:48:00,281939,8563115,906,19 L,Craugastoridae,Noblella,sp,0.2,Hoja,Alerta,0.12,10,-,no,3Bd210,no,Garua
512,EC,1,18/06/2014,1,56,150,3,21:32:00,22:13:00,21:39:00,-71.007221,-12.991477,977.412048,19 L,Craugastoridae,Pristimantis,danae,0,En el suelo,Saltando,2.83,32.07,,,Bd010,No colectado,
513,EC,1,18/06/2014,1,56,150,3,21:32:00,22:13:00,21:40:00,-71.007241,-12.991459,973.876587,19 L,Craugastoridae,Pristimantis,danae,0,En vegetacion cortada,Saltando,2.34,30.09,,,Bd011,No colectado,
514,EC,1,18/06/2014,1,56,150,3,21:32:00,22:13:00,22:06:00,-71.007295,-12.99134,981.05481,19 L,Craugastoridae,Pristimantis,danae,0.35,En una rama caida,Activo,1.39,26.2,,,Bd013,No colectado,
515,EC,1,18/06/2014,1,56,150,3,21:32:00,22:13:00,21:38:00,-71.007221,-12.991477,977.412048,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.2,En una hoja,Activo,0.87,20.7,,,Bd009,No colectado,
516,EC,1,18/06/2014,1,56,150,3,21:32:00,22:13:00,21:50:00,-71.007275,-12.991409,969.280701,19 L,Craugastoridae,Pristimantis,aff pharangobates,0,,,0.78,21.3,,,Bd012,No colectado,
517,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:41:00,282199,8562652,989,,Craugastoridae,Pristimantis,ockendeni,1.3,Hoja,Alerta,<0.5,9.3,,,4Bd118,,
518,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:45:00,282200,8562647,988,,Hylidae,Osteocephalus,mimeticus,0.3,Rama,Alerta,5.1,44.5,,,4Bd121,,
519,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:45:00,282200,8562647,988,,Hylidae,Osteocephalus,mimeticus,0.3,Rama,Alerta,5,43.7,,,4Bd120,,
520,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:45:00,282200,8562647,988,,Hylidae,Osteocephalus,mimeticus,0.3,Rama,Alerta,4.25,42.7,,,4Bd119,,
521,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:52:00,282198,8562645,991,,Bufonidae,Rhinella,tacana,0,Hojarasca,Caminando,1.85,28.3,,,4Bd117,,
522,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:50:00,-,-,-,-,Bufonidae,Rhinella,tacana,0,Hojarasca,Alerta,1.8,28,,,4Bd116,,
523,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:45:00,-,-,-,-,Bufonidae,Rhinella,tacana,1,Hoja,Alerta,0.9,21.2,,,4Bd115,,
524,RI,4,21/07/2015,8,64,50,5,21:34:00,21:58:00,21:40:00,-,-,-,-,Bufonidae,Rhinella,tacana,1,Hoja,Alerta,0.9,21.9,,,4Bd114,,
525,LC,2,10/6/14 00:00,11,42,250,4,21:36:00,22:06:00,21:58:00,-,-,-,-,Bufonidae,Rhinella,tacana,110,sobre hoja,cantando,1.09,24,0,no tiene fotos,2Bd145,no,
526,RI,4,18/07/2015,5,61,50,4,21:37:00,22:07:00,22:06:00,282254.2457,8562469.85,1057.364014,19 L,Craugastoridae,Pristimantis,danae,0.9,Hoja,Cantando,1.41,26.1,,,4Bd076,,
527,RI,4,18/07/2015,5,61,50,4,21:37:00,22:07:00,21:53:00,282253,8562446,1031,19 L,Craugastoridae,Pristimantis,danae,1.4,Rama,Activo,1.35,24.4,,,4Bd078,,
528,RI,4,18/07/2015,5,61,50,4,21:37:00,22:07:00,22:07:00,282244.1873,8562465.124,1056.380249,19 L,Bufonidae,Rhinella,tacana,2,Hoja,Alerta,1.11,21.9,,,4Bd075,,
529,RI,4,18/07/2015,5,61,50,4,21:37:00,22:07:00,22:04:00,282246.2465,8562465.808,1056.088013,19 L,Craugastoridae,Pristimantis,ockendeni,1.5,Hoja,Alerta,1.01,21.7,,,4Bd077,,
530,EC,1,27/06/2014,9,25,500,3,21:40:00,22:20:00,21:53:00,-71.01229403,-12.992683,923.847717,19 L,Craugastoridae,Pristimantis,danae,0,En hojarasca,Saltando,1.18,25.5,,,Bd157,No colectado,
531,EC,1,27/06/2014,9,25,500,3,21:40:00,22:20:00,22:11:00,-71.01203,-12.99247898,923.632446,19 L,Craugastoridae,Pristimantis,gagliardi,0,En hojarasca,Esperando ,0.53,17.5,,,Bd156,No colectado,Cerca al punto GPS( 10m)
532,AB,5,10/7/16 00:00,3,41,250,5,21:41:00,22:05:00,22:01:00,282091,8562862,965,19L,Hylidae,Osteocephalus,mimeticus,1,Hoja,Saltando,4.26,43.5,,,5Bd046,,
533,AB,5,10/7/16 00:00,3,41,250,5,21:41:00,22:05:00,22:05:00,282089,8562868,966,19L,Bufonidae,Rhinella,tacana,2,Tallo,Alerta,3.22,33.8,,,5Bd042,,
534,AB,5,10/7/16 00:00,3,41,250,5,21:41:00,22:05:00,21:48:00,282078,8562846,950,19L,Bufonidae,Rhinella,tacana,1,Hoja,Alerta,2.7,30.7,,,5Bd047,,GPS aproximado
535,AB,5,10/7/16 00:00,3,41,250,5,21:41:00,22:05:00,21:45:00,282060,8562863,951,19L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Activo,1.17,25.6,,,5Bd043,,GPS aproximado
536,AB,5,10/7/16 00:00,3,41,250,5,21:41:00,22:05:00,21:52:00,282078,8562846,950,19L,Craugastoridae,Pristimantis,gagliardi,0.4,Suelo,Saltando,0.42,17.7,,,5Bd045,,GPS aproximado
537,AB,5,10/7/16 00:00,3,41,250,5,21:41:00,22:05:00,22:03:00,282096,8562877,965,19L,Craugastoridae,Pristimantis,gagliardi,0.5,Hoja,Alerta,0.18,12.4,,,5Bd044,,
538,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,21:50:00,282110,8562653,1010,19L,Bufonidae,Rhinella,tacana,0.2,Hoja,Alerta,2.14,28.8,,,5Bd096,,GPS aproximado
539,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,21:54:00,282087,8562697,1000,19L,Craugastoridae,Pristimantis,danae,0.9,Hoja,Activo,0.91,23.2,,,5Bd097,,GPS aproximado
540,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,21:50:00,282110,8562653,1010,19L,Bufonidae,Rhinella,tacana,0.3,Hoja,Alerta,0.39,16.7,,,5Bd094,,GPS aproximado
541,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,22:01:00,282099,8562701,996,19L,Craugastoridae,Pristimantis,okmoi,0.4,Hoja,Alerta,0.29,14.2,,,5Bd098,22285,
542,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,21:47:00,282087,8562697,1000,19L,Craugastoridae,Pristimantis,danae,0,Suelo,Activo,0.19,13,,,5Bd101,,GPS aproximado
543,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,21:48:00,282117,8562654,997,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.18,11.6,,,5Bd093,,
544,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,21:55:00,282110,8562653,1010,19L,Bufonidae,Rhinella,tacana,0,Suelo,Alerta,0.15,28.4,,,5Bd095,,GPS aproximado
545,AB,5,14/7/2016,6,51,150,5,21:44:00,22:08:00,22:02:00,282110,8562653,1010,19L,Craugastoridae,Pristimantis,ockendeni,0,Suelo,Activo,0.06,8.8,,,5Bd102,,GPS aproximado
546,AB,5,12/7/16 00:00,5,28,500,6,21:47:00,22:07:00,21:49:00,281893,8562904,927,19L,Hylidae,Hypsiboas,sp nov,0.7,Hoja,Cantando,6.79,42.4,,,5Bd071,,
547,AB,5,12/7/16 00:00,5,28,500,6,21:47:00,22:07:00,22:05:00,281896,8562940,920,19L,Craugastoridae,Oreobates,amarakaeri,0,Suelo,Alerta,3,34.2,,4705-4720,5Bd074,,
548,AB,5,12/7/16 00:00,5,28,500,6,21:47:00,22:07:00,22:00:00,281899,8562948,919,19L,Craugastoridae,Pristimantis,aff altamazonica,1.3,Tallo,Activo,0.96,14,,,5Bd073,22276,
549,AB,5,12/7/16 00:00,5,28,500,6,21:47:00,22:07:00,22:07:00,281892,8562910,949,19L,Craugastoridae,Noblella,sp,1.5,Tallo,Activo,0.15,11.2,,,5Bd072,,GPS aproximado
550,LC,2,10/3/14 00:00,8,68,50,3,21:50:00,22:30:00,22:11:00,8562876,282338,1005,19L,Bufonidae,Rhinella,tacana,70,sobre hoja de helecho,alerta,0.79,21.4,0,no tiene fotos,2Bd101,no,
551,LC,2,10/3/14 00:00,8,68,50,,21:50:00,22:30:00,22:25:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.26,11.8,0,camara juancarlos,2Bd102,154390,
552,EC,1,20/06/2014,3,8,1000,3,21:52:00,22:32:00,22:13:00,-71.01341,-12.98649397,804.54718,19 L,Bufonidae,Rhinella,tacana,0.6,En hoja,Activo,1.15,23.03,,,Bd034,No colectado,
553,EC,1,20/06/2014,3,8,1000,3,21:52:00,22:32:00,21:57:00,-71.01338401,-12.98646396,822.690247,19 L,Leptodactylidae,Adenomera,andreae,0,En el suelo,Alerta,1.04,19.6,,,Bd033,No colectado,
554,EC,1,20/06/2014,3,8,1000,3,21:52:00,22:32:00,22:24:00,-71.01355702,-12.98656597,809.616882,19 L,Craugastoridae,Pristimantis,ockendeni,1.8,En hoja,Alerta,0.84,23.42,,,Bd035,No colectado,En hoja de Melastomataceae de 4 m de altura
555,AB,5,9/7/16 00:00,2,58,150,5,21:57:00,22:21:00,22:21:00,282415,8562929,998,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0,Suelo,Reposo,1.44,39.3,,4580-4586,5Bd032,22264,GPS aproximado
556,AB,5,9/7/16 00:00,2,58,150,5,21:57:00,22:21:00,22:06:00,282415,8562929,998,19L,Bufonidae,Rhinella,tacana,0,paca caida,Atento,0.64,17.8,,,5Bd030,,GPS aproximado
557,AB,5,9/7/16 00:00,2,58,150,5,21:57:00,22:21:00,22:12:00,282400,8562925,997,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.51,17,,,5Bd031,,
558,DR,3,2/8/15 00:00,9,62,50,3,21:59:00,22:39:00,22:19:00,282197,8562505,1055,19 L,Bufonidae,Rhinella,tacana,0.4,Hoja,Activo,1.78,27.6,-,no,3Bd173,no,Neblina
559,DR,3,2/8/15 00:00,9,62,50,3,21:59:00,22:39:00,22:07:00,282202,8562489,1057,19 L,Craugastoridae,Pristimantis,danae,2.2,Tallo,Cantando,1.72,27.1,-,no,3Bd176,no,Neblina
560,DR,3,2/8/15 00:00,9,62,50,3,21:59:00,22:39:00,22:03:00,282202,8562494,1056,19 L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,1.1,24.2,-,no,3Bd172,no,Neblina
561,DR,3,2/8/15 00:00,9,62,50,3,21:59:00,22:39:00,22:05:00,282197,8562492,1057,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Cantando,0.43,17.3,-,no,3Bd174,no,Neblina
562,DR,3,2/8/15 00:00,9,62,50,3,21:59:00,22:39:00,22:13:00,282204,8562490,1056,19 L,Leptodactylidae,Adenomera,andreae,0.2,Suelo,Saltando,0.36,15.6,-,no,3Bd175,no,Neblina
563,AB,5,11/7/16 00:00,4,31,500,5,22:01:00,22:25:00,22:15:00,281955,8563134,921,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,na,na,,,No tiene,,"se escapo, gps aproximado"
564,AB,5,11/7/16 00:00,4,31,500,5,22:01:00,22:25:00,22:13:00,281945,8563119,911,19L,Hylidae,Osteocephalus,mimeticus,0.3,Hoja,Alerta,3.68,43.3,,,5Bd061,,
565,AB,5,11/7/16 00:00,4,31,500,5,22:01:00,22:25:00,22:25:00,281950,8563109,911,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.2,Hoja,Alerta,1.16,37.2,"26,9",,5Bd059,,
566,AB,5,11/7/16 00:00,4,31,500,5,22:01:00,22:25:00,22:24:00,281950,8563113,909,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.7,Hoja,Alerta,0.97,34,"23,6",4674-4684,5Bd060,22275,
567,EC,1,28/06/2014,10,58,150,3,22:02:00,22:42:00,22:35:00,-71.00620902,-12.99153602,994.247253,19 L,Plethodontidae,Bolitoglossa,cf altamazonica,0.15,En hoja,Activo,0.81,29,,,Bd172,No colectado,Cola=24.1
568,EC,1,28/06/2014,10,58,150,3,22:02:00,22:42:00,22:42:00,-71.00624196,-12.99138397,1001.323059,19 L,Leptodactylidae,Adenomera,andreae,0,En hojarasca,Saltando,0.78,18.42,,,Bd171,No colectado,"con 2 lineas, Cerca al punto GPS"
569,EC,1,28/06/2014,10,58,150,3,22:02:00,22:42:00,22:15:00,-71.00616099,-12.99162403,995.823303,19 L,Leptodactylidae,Adenomera,andreae,0,En hojarasca,Saltando,0.59,17.78,,,Bd169,No colectado,con 2 lineas
570,EC,1,28/06/2014,10,58,150,3,22:02:00,22:42:00,22:21:00,-71.00620097,-12.99158304,994.843628,19 L,Leptodactylidae,Adenomera,andreae,0,En hojarasca,Saltando,0.57,17.25,,,Bd170,No colectado,Normal sin lineas
571,EC,1,28/06/2014,10,58,150,3,22:02:00,22:42:00,22:18:00,-71.00620097,-12.99158304,994.843628,19 L,Leptodactylidae,Adenomera,andreae,0,En el suelo,Saltando,0.53,17.5,,,Bd167,No colectado,Normal sin lineas
572,EC,1,28/06/2014,10,58,150,3,22:02:00,22:42:00,22:19:00,-71.00620097,-12.99158304,994.843628,19 L,Craugastoridae,Pristimantis,danae,0,En el suelo,Saltando,0.35,17.7,,,Bd168,No colectado,a 1m del punto GPS
573,RI,4,16/07/2015,3,70,50,5,22:07:00,22:31:00,22:16:00,282408,8562748,1018,19 L,Hylidae,Dendropsophus,aff minutus,0.3,Hoja,Cantando,na,na,,,no,,se escapo
574,RI,4,16/07/2015,3,70,50,5,22:07:00,22:31:00,22:28:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0,Hojarasca,Alerta,1.28,23.5,,,4Bd046,,
575,RI,4,16/07/2015,3,70,50,5,22:07:00,22:31:00,22:18:00,282445.0525,8562780.747,1026.478882,19 L,Craugastoridae,Pristimantis,danae,0.7,Hoja,Cantando,1.11,22,,,4Bd048,,
576,RI,4,16/07/2015,3,70,50,5,22:07:00,22:31:00,22:30:00,-,-,-,-,Leptodactylidae,Adenomera,andreae,0,Hojarasca,Saltando,0.65,16.6,,,4Bd047,,
577,RI,4,16/07/2015,3,70,50,5,22:07:00,22:31:00,22:16:00,282408,8562748,1018,19 L,Hylidae,Dendropsophus,aff minutus,0.3,Hoja,Cantando,0.5,17.6,,,4Bd050,154476,
578,RI,4,16/07/2015,3,70,50,5,22:07:00,22:31:00,22:23:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0,Hojarasca,Saltando,0.46,17,,,4Bd049,,
579,DR,3,2/6/15 00:00,7,37,250,5,22:08:00,22:32:00,22:09:00,282009,8562607,1096,19 L,Craugastoridae,Pristimantis,danae,0.5,Hoja seca,Atento,0.35,16.2,-,no,3Bd159,no,Nublado con truenos
580,DR,3,2/6/15 00:00,7,37,250,5,22:08:00,22:32:00,22:15:00,282015,8562624,1097,19 L,Craugastoridae,Pristimantis,danae,0.7,Hoja,Saltando,0.29,15.8,-,no,3Bd160,no,Nublado con truenos
581,RI,4,17/07/2015,4,55,150,3,22:10:00,22:50:00,22:40:00,282242,8562908,986,19 L,Hylidae,Hypsiboas,sp nov,0,Tronco,Cantando,6.57,44.1,,,4Bd065,,
582,RI,4,17/07/2015,4,55,150,3,22:10:00,22:50:00,22:30:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0.5,Rama,Activo,1.05,21.07,,,4Bd066,,
583,RI,4,17/07/2015,4,55,150,3,22:10:00,22:50:00,22:47:00,282226.5848,8562894.768,988.124329,19 L,Craugastoridae,Pristimantis,ockendeni,0.5,Hoja,Activo,0.64,19,,,4Bd067,,
584,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:32:00,282416,8562822,1015,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,1.41,22.5,,,5Bd149,,
585,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:14:00,282415,8562815,1018,19L,Craugastoridae,Pristimantis,danae,1.5,Tallo,Alerta,1.24,25.5,,,5Bd154,,
586,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:16:00,282416,8562817,1017,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Activo,0.65,18.5,,,5Bd153,,
587,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:21:00,282416,8562822,1015,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.57,17.7,,,5Bd148,,
588,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:14:00,282416,8562817,1017,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.53,16.6,,,5Bd152,,
589,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:27:00,282408,8562805,1009,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.32,12.9,,,5Bd146,,
590,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:25:00,282416,8562822,1015,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.21,12.1,,,5Bd147,22293,
591,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:27:00,282416,8562822,1015,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.2,11,,,5Bd157,,
592,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:25:00,282413,8562827,1015,19L,Craugastoridae,Pristimantis,danae,1.3,Hoja,Alerta,0.2,14.2,,,5Bd156,,
593,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:19:00,282423,8562820,1016,19L,Craugastoridae,Noblella,sp,0,Suelo,Activo,0.18,11.3,,,5Bd155,22292,
594,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:24:00,282413,8562827,1015,19L,Craugastoridae,Noblella,sp,0,Suelo,Activo,0.15,11,,,5Bd151,,
595,AB,5,16/7/2016,8,69,50,6,22:10:00,22:30:00,22:23:00,282387,8562852,1025,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.07,8.4,,,5Bd150,,GPS aproximado
596,LC,2,10/7/14 00:00,12,44,250,,22:12:00,22:32:00,22:18:00,8563023,282194,975,19L,Craugastoridae,Pristimantis,ockendeni,120,sobre hoja,cantando,0.44,1.36,0,no tiene fotos,2Bd160,no,
597,LC,2,10/7/14 00:00,12,44,250,,22:12:00,22:32:00,22:11:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,ockendeni,30,sobre hoja,atento,0.2,12.8,0,no tiene fotos,2Bd159,no,
598,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:22:00,282159,8562762,974,19 L,Rhinathrematidae,Epicrionops,bicolor,0,Hojarasca,Reptando,5.5,180,-,3590-3629,3Bd058,154420,Una hora de lluvia moderada 16:30 - 17:50
